timestamp,faces_detected,emotions_detected
2025-05-18 21:20:40.733,1,Neutral
2025-05-18 21:20:40.790,1,Neutral
2025-05-18 21:20:40.847,1,Happy
2025-05-18 21:20:40.904,1,Happy
2025-05-18 21:20:40.961,1,Happy
2025-05-18 21:20:41.023,1,Happy
2025-05-18 21:20:41.078,1,Happy
2025-05-18 21:20:41.134,1,Happy
2025-05-18 21:20:41.190,1,Happy
2025-05-18 21:20:41.247,1,Happy
2025-05-18 21:20:41.305,1,Happy
2025-05-18 21:20:41.363,1,Happy
2025-05-18 21:20:41.421,1,Happy
2025-05-18 21:20:41.483,1,Happy
2025-05-18 21:20:41.541,1,Happy
2025-05-18 21:20:41.598,1,Happy
2025-05-18 21:20:41.656,1,Happy
2025-05-18 21:20:41.712,1,Happy
2025-05-18 21:20:41.773,1,Happy
2025-05-18 21:20:41.831,1,Happy
2025-05-18 21:20:41.894,1,Happy
2025-05-18 21:20:41.956,1,Happy
2025-05-18 21:20:42.028,1,Happy
2025-05-18 21:20:42.085,1,Happy
2025-05-18 21:20:42.142,1,Happy
2025-05-18 21:20:42.205,1,Happy
2025-05-18 21:20:42.261,1,Happy
2025-05-18 21:20:42.317,1,Happy
2025-05-18 21:20:42.374,1,Happy
2025-05-18 21:20:42.441,1,Happy
2025-05-18 21:20:42.500,1,Happy
2025-05-18 21:20:42.565,1,Neutral
2025-05-18 21:20:42.628,1,Neutral
2025-05-18 21:20:42.703,1,Neutral
2025-05-18 21:20:42.771,1,Neutral
2025-05-18 21:20:42.839,1,Neutral
2025-05-18 21:20:42.905,1,Neutral
2025-05-18 21:20:42.981,1,Neutral
2025-05-18 21:20:43.055,1,Neutral
2025-05-18 21:20:43.129,1,Neutral
2025-05-18 21:20:43.207,1,Neutral
2025-05-18 21:20:43.283,1,Neutral
2025-05-18 21:20:43.359,1,Neutral
2025-05-18 21:20:43.437,1,Sad
2025-05-18 21:20:43.515,1,Sad
2025-05-18 21:20:43.596,1,Neutral
2025-05-18 21:20:43.677,1,Sad
2025-05-18 21:20:43.758,1,Sad
2025-05-18 21:20:43.835,1,Sad
2025-05-18 21:20:43.910,1,Sad
2025-05-18 21:20:43.990,1,Sad
2025-05-18 21:20:44.067,1,Sad
2025-05-18 21:20:44.145,1,Sad
2025-05-18 21:20:44.227,1,Neutral
2025-05-18 21:20:44.303,1,Sad
2025-05-18 21:20:44.378,1,Sad
2025-05-18 21:20:44.459,1,Sad
2025-05-18 21:20:44.540,1,Sad
2025-05-18 21:20:44.620,1,Neutral
2025-05-18 21:20:44.703,1,Neutral
2025-05-18 21:20:44.790,1,Neutral
2025-05-18 21:20:44.877,1,Surprise
2025-05-18 21:20:44.950,1,Surprise
2025-05-18 21:20:45.024,1,Surprise
2025-05-18 21:20:45.101,1,Surprise
2025-05-18 21:20:45.174,1,Surprise
2025-05-18 21:20:45.254,1,Surprise
2025-05-18 21:20:45.331,1,Surprise
2025-05-18 21:20:45.409,1,Surprise
2025-05-18 21:20:45.489,1,Surprise
2025-05-18 21:20:45.570,1,Neutral
2025-05-18 21:20:45.649,1,Neutral
2025-05-18 21:20:45.734,1,Neutral
2025-05-18 21:20:45.816,1,Neutral
2025-05-18 21:20:45.897,1,Neutral
2025-05-18 21:20:45.978,1,Neutral
2025-05-18 21:20:46.057,1,Neutral
2025-05-18 21:20:46.138,1,Neutral
2025-05-18 21:20:46.221,1,Neutral
2025-05-18 21:20:46.311,1,Neutral
2025-05-18 21:20:46.396,1,Neutral
2025-05-18 21:20:46.476,1,Neutral
2025-05-18 21:20:46.559,1,Neutral
2025-05-18 21:20:46.649,1,Neutral
2025-05-18 21:20:46.731,1,Neutral
2025-05-18 21:20:46.828,1,Neutral
2025-05-18 21:20:46.906,1,Neutral
2025-05-18 21:20:46.982,1,Neutral
2025-05-18 21:20:47.081,1,Neutral
2025-05-18 21:20:47.175,1,Neutral
2025-05-18 21:20:47.262,1,Neutral
